age,workclass,fnlwgt,edunum,marital,occupation,relationship,race,sex,capitalgain,capitalloss,hours,native,income
17,5,448,7,0,11,3,0,1,0,0,5,0, <=50K
19,2,449,9,0,9,3,1,1,0,0,40,0, <=50K
45,6,450,10,1,6,1,0,0,0,0,55,0, >50K
60,2,451,9,1,6,1,0,0,0,0,40,0, >50K
42,2,452,12,1,1,1,1,0,0,0,40,4, >50K
44,1,453,9,1,5,2,0,1,0,0,40,0, >50K
40,2,454,11,1,9,1,2,0,0,0,40,0, >50K
30,2,455,9,1,1,2,0,1,0,0,40,0, <=50K
38,2,456,10,1,7,1,1,0,0,0,50,0, <=50K
23,2,457,9,1,7,1,0,0,0,0,60,0, <=50K
32,5,458,10,1,11,1,0,0,0,0,40,0, <=50K
44,2,63,12,0,8,3,0,0,0,0,40,0, <=50K
54,4,459,9,1,7,1,1,0,0,0,40,0, <=50K
32,2,460,13,1,3,1,0,0,0,0,50,0, <=50K
50,2,461,2,3,6,4,0,0,0,0,40,0, <=50K
24,2,462,13,0,10,0,0,1,0,0,20,0, <=50K
37,2,463,9,1,0,2,0,1,0,0,60,0, <=50K
52,2,464,9,2,7,4,0,0,0,0,40,0, <=50K
38,2,465,10,1,7,1,0,0,0,0,40,0, <=50K
49,2,466,14,1,1,1,0,0,0,1977,45,0, >50K
30,2,467,13,1,10,2,0,1,0,0,16,0, >50K
60,2,468,10,0,3,4,0,0,0,0,40,0, >50K
22,5,469,10,0,11,3,0,0,0,0,40,0, <=50K
35,2,470,9,0,6,0,0,0,0,0,40,0, <=50K
30,2,471,9,0,7,0,0,0,0,0,60,0, <=50K
67,2,472,11,2,4,0,0,1,0,0,24,0, <=50K
46,2,473,13,0,6,0,0,1,0,0,40,0, <=50K
17,2,474,5,0,4,0,0,0,0,0,6,0, <=50K
22,2,475,10,0,2,3,0,0,0,0,30,0, <=50K
27,2,476,6,0,4,0,0,0,0,0,40,0, <=50K
23,2,477,9,0,4,4,0,1,0,0,35,0, <=50K
33,2,478,12,1,6,1,0,0,0,0,45,23, <=50K
43,1,479,10,1,6,1,0,0,0,0,20,0, <=50K
28,0,480,13,0,3,0,0,0,0,0,20,0, <=50K
41,2,481,9,3,6,4,0,1,0,0,40,0, <=50K
52,5,482,8,0,11,5,1,0,594,0,40,0, <=50K
25,2,483,10,3,0,3,1,1,0,0,20,0, <=50K
63,5,484,2,1,11,1,0,0,0,0,35,0, <=50K
59,4,485,9,1,7,1,0,0,0,0,45,0, <=50K
45,4,486,13,2,3,4,0,1,0,0,40,0, <=50K
38,2,487,13,1,5,1,0,0,15024,0,60,0, >50K
40,2,488,9,0,4,0,0,1,0,0,35,0, <=50K
46,3,489,9,2,0,0,0,0,0,0,40,0, <=50K
35,2,490,12,0,1,0,0,1,0,0,60,0, <=50K
34,2,491,9,2,3,4,0,1,0,0,25,0, <=50K
33,2,492,13,0,6,3,0,0,0,0,20,0, <=50K
41,2,493,9,2,0,4,0,1,0,0,36,0, <=50K
20,2,494,10,0,9,3,0,0,0,0,40,0, <=50K
23,2,495,3,0,4,3,0,0,0,0,40,25, <=50K
26,2,496,10,0,3,0,0,1,0,0,35,0, <=50K
72,5,497,9,1,11,1,0,0,0,0,20,0, <=50K
23,4,498,9,0,8,0,0,0,0,0,40,15, <=50K
62,4,499,9,1,7,1,0,0,0,0,40,0, <=50K
52,2,500,10,1,0,1,0,0,0,0,40,0, <=50K
58,2,501,10,2,4,4,0,1,0,0,42,26, <=50K
25,2,502,13,0,5,0,0,1,0,0,40,0, <=50K
24,2,503,13,0,1,0,1,0,0,0,40,0, <=50K
19,2,504,10,0,12,3,0,0,0,0,8,0, <=50K
43,2,505,10,1,1,1,0,0,0,0,40,0, <=50K
47,4,506,9,4,0,4,1,1,0,0,40,0, <=50K
39,2,507,9,2,4,4,0,1,0,0,40,0, <=50K
49,2,508,11,3,2,4,0,0,0,1380,42,0, <=50K
53,5,509,3,6,11,4,1,1,0,0,30,0, <=50K
32,2,510,11,0,6,0,0,0,0,0,45,0, <=50K
34,2,511,10,1,3,1,0,0,0,0,50,0, >50K
28,2,512,9,2,6,0,0,0,0,0,45,0, <=50K
57,5,513,11,6,11,4,0,1,0,0,38,0, <=50K
25,2,514,10,0,0,0,3,1,0,0,20,0, <=50K
20,5,515,10,0,11,3,0,0,0,0,24,0, <=50K
21,5,516,10,0,11,4,0,1,0,0,35,0, <=50K
34,2,517,13,1,3,1,0,0,0,0,50,0, >50K
38,6,518,13,1,1,1,0,0,15024,0,80,0, >50K
50,2,519,9,1,1,1,0,0,7688,0,50,0, >50K
24,4,520,10,2,2,0,1,0,0,0,50,0, <=50K
37,4,521,10,1,10,1,0,0,0,0,45,0, >50K
44,2,522,10,2,9,4,0,0,0,0,58,0, >50K
28,2,523,10,1,5,2,0,1,0,0,40,0, <=50K
42,2,524,13,1,1,1,0,0,0,0,40,0, >50K
74,2,525,10,2,0,0,0,1,0,0,9,0, <=50K
38,1,526,9,1,6,1,0,0,0,0,50,0, <=50K
44,1,527,14,1,3,1,0,0,0,0,40,0, <=50K
44,2,528,7,2,9,4,4,1,0,0,46,7, <=50K
26,2,529,9,0,9,0,0,0,0,0,40,0, <=50K
36,2,530,9,1,4,1,1,0,0,0,40,0, <=50K
41,2,531,12,1,1,2,0,1,0,0,50,0, >50K
67,2,532,15,1,3,1,0,0,20051,0,48,0, >50K
39,4,533,8,1,10,1,0,0,0,0,50,0, <=50K
57,2,534,2,6,14,0,1,1,0,0,30,0, <=50K
29,2,535,11,4,6,0,0,0,0,0,40,0, <=50K
31,6,536,13,0,8,0,0,1,0,0,45,0, <=50K
34,5,537,9,0,11,4,1,1,0,0,40,0, <=50K
44,2,538,10,1,7,1,0,0,0,0,40,0, <=50K
29,2,539,16,0,3,3,0,0,0,0,40,0, <=50K
30,2,540,10,0,2,4,0,1,0,0,40,0, <=50K
27,2,541,9,0,7,0,0,0,0,0,40,0, <=50K
27,2,542,10,1,5,1,0,0,0,0,50,0, <=50K
32,2,543,9,0,2,0,0,1,0,0,45,0, <=50K
58,2,544,6,1,4,2,0,1,0,0,8,0, <=50K
35,4,545,10,1,12,1,0,0,0,0,40,0, <=50K
21,2,546,9,0,2,3,0,0,0,0,36,0, <=50K
28,2,547,10,0,6,4,0,0,0,0,40,0, <=50K
46,1,548,10,2,1,0,0,0,0,0,50,0, <=50K
36,1,549,9,4,4,4,0,1,0,0,40,0, <=50K
72,2,550,7,6,0,4,0,1,0,0,40,0, <=50K
35,2,551,9,1,9,2,1,1,0,0,40,0, <=50K
33,3,552,11,2,6,4,1,1,0,0,40,0, >50K
69,2,553,7,0,9,0,0,1,0,0,40,0, <=50K
35,2,554,9,1,9,1,0,0,0,0,40,0, <=50K
31,2,555,9,4,0,4,0,1,0,0,20,4, <=50K
34,2,556,9,1,10,2,0,1,0,0,32,0, <=50K
30,2,557,7,1,4,1,0,0,0,0,40,5, <=50K
28,2,558,13,0,7,0,0,0,0,0,55,0, <=50K
54,2,559,13,1,5,1,0,0,0,0,35,0, >50K
47,2,560,10,1,3,1,0,0,0,0,50,0, >50K
24,2,561,9,0,2,4,1,1,0,0,40,0, <=50K
52,1,562,13,1,3,1,0,0,0,0,60,0, >50K
20,2,563,9,0,2,3,3,0,0,0,48,0, <=50K
43,6,564,14,1,1,1,0,0,5013,0,45,0, <=50K
45,2,565,4,4,4,4,0,1,0,0,40,5, <=50K
29,1,566,9,4,6,0,0,0,0,0,35,0, <=50K
47,2,567,14,2,1,4,0,0,0,0,42,0, <=50K
24,2,568,9,0,6,3,0,0,0,0,40,0, <=50K
51,2,569,9,1,3,1,0,0,0,0,40,0, <=50K
17,2,570,7,0,5,3,0,0,0,0,12,0, <=50K
37,2,571,11,1,6,1,0,0,0,1977,40,0, >50K
27,2,572,16,0,3,0,0,1,0,0,70,0, <=50K
29,2,573,13,1,1,2,0,0,0,0,40,0, >50K
18,5,574,8,0,11,3,0,0,0,0,25,0, <=50K
36,1,575,12,2,5,4,0,1,0,0,35,0, <=50K
58,4,576,13,0,3,0,0,1,0,0,40,0, <=50K
26,1,577,10,1,6,1,0,0,0,0,45,0, <=50K
65,5,578,10,1,11,1,0,0,0,0,30,0, >50K
57,2,579,9,1,5,1,0,0,0,0,40,0, >50K
59,2,580,9,1,6,1,0,0,0,0,40,0, <=50K
27,2,581,9,1,9,1,0,0,0,0,40,0, <=50K
31,1,582,13,0,10,0,0,0,0,0,40,0, <=50K
21,2,583,10,0,5,3,0,1,0,0,24,0, <=50K
29,2,584,10,0,0,0,0,0,0,0,60,0, <=50K
18,2,585,7,0,4,3,0,0,0,0,40,0, <=50K
52,2,586,6,1,6,1,0,0,0,1887,47,0, >50K
57,6,587,13,2,3,0,0,0,0,0,80,0, <=50K
42,5,588,9,1,11,1,0,0,0,0,40,0, <=50K
55,5,589,9,1,11,2,2,1,0,0,40,0, <=50K
60,2,590,4,0,7,0,0,0,0,0,48,0, >50K
31,2,591,13,1,3,1,0,0,7688,0,40,10, >50K
23,2,256,13,0,0,3,0,1,0,0,40,0, <=50K
27,2,592,9,0,5,3,0,0,0,0,40,0, <=50K
23,5,593,10,0,11,4,3,1,0,0,25,0, <=50K
42,1,594,15,1,3,1,0,0,0,1902,50,0, >50K
25,2,595,10,0,10,0,0,0,2174,0,40,0, <=50K
49,2,596,13,0,3,0,0,1,0,0,45,0, <=50K
32,2,597,13,0,10,0,0,0,0,0,40,0, <=50K
19,2,598,10,0,0,3,0,0,0,0,28,0, <=50K
60,2,599,4,2,4,0,0,1,0,0,40,0, <=50K
42,4,600,5,1,4,1,0,0,0,0,40,0, <=50K
35,1,601,12,0,8,0,0,0,0,0,40,0, <=50K
48,2,602,9,0,0,4,1,1,0,0,37,0, <=50K
51,2,603,14,1,6,1,0,0,0,0,40,0, >50K
29,2,604,9,0,6,0,3,0,0,0,40,0, <=50K
36,4,605,9,4,1,0,1,0,0,0,40,0, <=50K
17,2,606,6,0,4,3,0,1,0,0,21,0, <=50K
52,2,607,14,2,3,0,0,1,6849,0,60,0, <=50K
24,2,608,9,0,6,0,0,0,0,0,40,0, <=50K
24,2,609,9,1,2,1,0,0,0,0,50,0, <=50K
26,4,610,13,0,3,3,0,0,1055,0,40,0, <=50K
27,2,611,13,0,4,3,0,1,0,0,20,0, <=50K
39,2,612,9,0,2,3,0,0,0,0,60,0, <=50K
30,2,613,9,1,7,1,1,0,0,0,45,0, <=50K
50,1,614,9,1,1,1,0,0,0,0,32,0, <=50K
52,6,615,13,1,5,1,0,0,0,0,55,0, <=50K
46,2,616,15,1,3,1,0,0,15024,0,45,0, >50K
23,2,617,13,0,5,3,0,1,0,0,20,0, <=50K
45,2,618,7,6,4,0,1,1,0,0,20,0, <=50K
65,2,619,5,6,14,4,1,1,0,0,24,0, <=50K
29,2,620,11,1,7,1,0,0,0,0,55,0, <=50K
47,2,621,5,3,2,4,0,0,0,0,40,25, <=50K
30,2,622,9,0,8,3,1,0,0,0,60,0, <=50K
34,2,623,9,1,5,1,0,0,0,0,45,0, >50K
38,1,624,9,1,5,1,0,0,0,0,64,0, <=50K
33,2,625,10,1,1,1,0,0,0,0,40,0, >50K
49,2,626,13,1,5,1,0,0,0,0,26,0, >50K
47,1,627,10,0,4,4,1,1,0,0,40,0, <=50K
49,4,628,6,4,4,4,1,1,0,0,40,0, <=50K
43,2,629,10,1,6,1,0,0,15024,0,60,0, >50K
30,2,630,13,1,0,2,1,1,0,0,40,0, >50K
58,1,631,9,1,6,1,0,0,0,0,60,0, <=50K
19,2,632,9,0,4,3,0,1,0,0,14,0, <=50K
21,2,633,13,0,2,0,0,0,0,0,40,0, <=50K
33,2,634,13,1,1,1,0,0,15024,0,60,0, >50K
47,6,635,3,1,7,1,0,0,0,0,50,1, <=50K
52,1,636,16,1,3,1,0,0,0,0,60,0, >50K
26,2,637,9,2,6,0,0,0,0,0,55,0, <=50K
60,2,638,9,1,6,1,0,0,0,0,40,0, <=50K
21,2,639,10,0,2,3,0,0,0,0,40,0, <=50K
36,2,640,10,1,5,1,0,0,5178,0,50,0, >50K
31,2,641,10,1,6,1,0,0,0,0,45,0, <=50K
50,6,642,16,4,3,0,0,0,0,0,40,0, >50K
31,4,643,9,2,0,4,0,1,0,0,40,0, <=50K
71,2,644,9,1,6,1,0,0,0,0,15,0, <=50K
58,5,645,9,1,11,1,0,0,0,0,50,0, <=50K
30,0,646,13,1,10,1,0,0,0,0,40,0, >50K
20,2,647,10,0,4,3,0,0,0,0,20,0, <=50K
24,2,648,9,0,1,5,0,0,4101,0,50,0, <=50K
35,2,649,16,1,3,1,2,0,0,0,40,21, >50K
38,0,650,10,4,1,0,0,1,0,0,45,0, <=50K
27,2,651,9,0,9,3,0,1,0,0,32,0, <=50K
29,0,652,10,0,0,4,2,1,0,0,40,13, <=50K
70,5,653,5,6,11,4,0,1,1111,0,15,0, <=50K
34,2,654,9,1,6,1,0,0,0,0,45,0, <=50K
44,2,655,4,1,6,1,0,0,0,0,35,0, <=50K
43,2,656,9,1,9,1,0,0,0,0,40,0, >50K
44,1,657,8,1,2,1,1,0,0,0,40,0, >50K
35,2,658,14,0,5,0,0,0,0,0,60,0, <=50K
27,2,659,10,0,3,0,0,0,0,0,40,0, <=50K
43,4,660,14,0,3,0,0,0,0,0,38,0, <=50K
20,2,661,10,0,5,0,0,1,0,0,25,0, <=50K
42,2,662,12,2,3,4,0,1,8614,0,40,0, >50K
27,0,663,10,1,7,1,0,0,3411,0,40,0, <=50K
42,2,664,9,1,6,1,1,0,0,0,40,0, >50K
20,5,665,7,3,11,3,2,1,0,1762,40,6, <=50K
24,2,666,5,0,9,0,0,0,0,1721,40,0, <=50K
48,3,667,10,2,1,0,0,0,0,0,40,0, <=50K
17,5,668,7,0,11,3,0,1,0,0,20,0, <=50K
17,1,669,7,0,8,3,0,0,0,0,10,0, <=50K
33,2,670,13,1,1,1,0,0,0,0,40,0, >50K
50,6,671,9,1,5,1,0,0,0,0,50,0, >50K
22,2,672,9,0,5,3,0,1,2597,0,40,0, <=50K
17,2,673,8,0,4,3,0,0,0,0,16,0, <=50K
32,2,674,10,1,0,1,0,0,0,0,40,5, <=50K
31,2,675,9,0,6,0,0,0,0,0,45,0, <=50K
58,1,676,9,6,1,0,0,0,0,0,50,0, <=50K
29,4,365,9,0,12,3,0,0,0,0,48,0, <=50K
37,2,677,11,1,6,1,0,0,0,0,40,23, >50K
34,1,678,9,1,6,1,0,0,0,0,40,0, >50K
23,4,679,10,4,1,4,1,0,0,0,40,0, <=50K
18,0,680,7,0,0,3,0,1,0,0,5,0, <=50K
34,2,681,9,2,1,0,0,1,0,0,40,0, <=50K
66,5,682,4,0,11,0,0,0,0,0,4,0, <=50K
45,4,683,13,1,3,2,0,1,0,0,55,0, <=50K
41,2,684,14,0,1,0,0,0,0,0,35,24, <=50K
26,2,685,9,0,4,5,0,0,0,0,30,0, <=50K
54,4,686,10,1,8,1,0,0,0,0,40,0, <=50K
24,2,687,10,0,9,3,1,1,0,0,45,0, <=50K
42,2,688,10,1,3,1,0,0,0,0,50,0, <=50K
20,2,689,10,0,3,3,0,0,0,0,20,0, <=50K
23,0,690,13,0,10,0,0,1,0,0,20,0, <=50K
25,5,691,12,0,11,5,0,0,0,0,45,0, <=50K
35,2,692,14,0,3,0,0,0,0,0,60,0, >50K
31,2,693,14,1,10,1,0,0,0,1902,40,0, >50K
30,2,694,13,0,3,3,0,1,0,0,40,15, <=50K
19,2,695,9,0,5,3,0,1,0,0,20,0, <=50K
36,4,696,13,0,3,0,0,0,0,0,50,0, <=50K
31,2,697,13,6,5,4,0,1,0,1380,40,1, <=50K
21,2,698,10,0,2,3,0,0,0,0,30,0, <=50K
31,1,699,10,1,6,1,0,0,0,0,40,0, <=50K
46,2,700,16,2,3,4,0,1,25236,0,65,0, >50K
44,2,701,13,2,1,3,0,1,0,0,50,0, >50K
40,2,702,8,1,4,1,1,0,0,0,40,2, <=50K
45,2,703,10,0,5,0,1,0,0,0,40,0, <=50K
60,2,704,9,1,6,1,0,0,0,0,35,0, <=50K
18,2,705,7,0,4,5,0,0,0,0,25,0, <=50K
28,2,706,13,1,3,1,0,0,0,0,40,0, <=50K
36,2,707,10,2,0,4,1,1,0,0,40,0, <=50K
36,2,708,13,4,3,0,0,0,0,0,40,4, <=50K
40,2,709,11,1,10,1,0,0,4386,0,40,0, <=50K
36,4,710,13,2,0,4,0,1,0,0,35,8, <=50K
31,2,711,9,4,4,4,1,1,0,0,40,0, <=50K
33,2,712,9,1,9,1,0,0,0,0,40,0, <=50K
19,0,713,9,0,10,3,0,1,0,0,40,0, <=50K
22,2,714,10,0,5,3,0,1,0,0,15,0, <=50K
34,2,302,13,1,1,1,0,0,0,0,45,0, >50K
33,2,670,9,0,4,0,0,0,0,0,40,0, <=50K
41,2,715,9,1,6,1,0,0,0,2051,60,0, <=50K
29,2,716,13,0,3,0,0,0,4650,0,40,0, <=50K
50,4,717,9,1,1,1,0,0,0,0,42,0, >50K
42,2,718,13,1,1,1,0,0,7298,0,45,0, >50K
43,2,719,13,0,3,0,0,0,0,0,40,4, >50K
44,2,720,9,1,5,2,0,1,0,0,40,0, <=50K
20,2,721,10,0,4,0,0,1,0,0,20,0, <=50K
31,2,722,9,1,4,1,0,0,0,0,40,5, <=50K
65,1,723,7,1,1,1,0,0,9386,0,59,4, >50K
23,2,724,10,0,4,0,0,1,0,0,24,0, <=50K
55,2,725,10,2,0,0,2,1,0,0,40,0, <=50K
26,2,726,11,1,0,1,0,0,0,2377,45,0, <=50K
25,2,727,11,0,4,3,0,1,0,0,15,0, <=50K
45,5,728,10,1,11,2,1,1,0,0,40,0, <=50K
35,2,729,10,1,6,1,0,0,2407,0,40,0, <=50K
36,2,730,10,0,5,0,1,1,0,0,36,0, <=50K
43,0,731,13,1,3,1,0,0,0,0,50,0, <=50K
56,2,732,9,6,4,4,1,1,594,0,20,0, <=50K
42,2,733,13,1,10,1,0,0,0,0,40,0, >50K
19,2,734,10,0,4,5,0,1,0,0,25,0, <=50K
55,1,735,9,1,7,1,0,0,0,0,72,0, <=50K
42,2,736,14,0,1,0,0,1,14084,0,50,0, >50K
26,2,737,11,0,10,3,0,0,0,0,40,0, <=50K
17,2,738,8,0,2,3,0,0,0,0,20,0, <=50K
42,4,739,13,1,3,2,0,1,0,0,40,0, >50K
55,2,740,9,1,7,1,0,0,7688,0,40,0, >50K
32,2,741,10,0,0,3,1,1,0,0,40,0, <=50K
29,2,742,7,0,6,3,1,0,0,0,40,22, <=50K
46,0,743,13,1,3,1,0,0,0,0,37,0, <=50K
29,0,744,13,1,1,1,0,0,7688,0,40,0, >50K
22,2,745,13,0,3,4,0,0,0,0,20,0, <=50K
58,1,746,6,1,6,1,0,0,0,0,40,0, <=50K
23,2,747,9,0,7,4,0,0,0,0,50,0, <=50K
39,2,748,9,0,2,0,0,0,0,0,40,0, <=50K
27,2,749,11,0,6,3,0,0,0,0,38,0, <=50K
54,2,750,9,1,7,1,0,0,0,0,40,0, >50K
33,4,751,13,0,3,0,0,1,0,0,45,0, <=50K
46,3,752,9,1,0,2,0,1,0,0,40,0, >50K
37,2,753,9,0,8,0,1,0,0,0,40,0, <=50K
36,2,754,9,0,4,0,0,1,0,0,18,0, <=50K
59,4,755,9,1,0,2,0,1,0,0,38,0, >50K
34,4,756,9,2,12,4,0,0,0,0,40,23, <=50K
53,6,757,16,1,1,1,0,0,0,0,70,0, >50K
51,2,758,13,0,5,0,0,0,0,0,55,0, >50K
32,2,759,6,4,4,4,0,1,0,0,42,0, <=50K
31,0,760,10,3,4,5,0,0,0,0,40,0, <=50K
22,2,761,10,1,5,2,0,1,0,0,30,11, <=50K
47,1,762,13,2,5,0,0,1,0,0,50,0, <=50K
32,2,763,9,0,9,0,0,0,0,0,40,0, <=50K
26,2,764,10,0,8,0,0,1,0,0,38,0, <=50K
37,2,765,3,4,8,0,0,0,0,0,32,27, <=50K
31,2,766,9,2,6,4,0,0,0,0,55,0, <=50K
37,2,767,11,1,10,2,0,1,0,0,24,0, >50K
55,2,768,9,0,5,0,0,0,0,0,38,0, <=50K
23,4,769,11,2,10,0,0,0,0,0,56,0, <=50K
36,2,770,10,2,0,4,0,1,0,0,40,0, <=50K
34,2,771,14,1,3,1,0,0,0,0,40,4, <=50K
43,2,772,13,1,5,1,0,0,0,0,50,0, >50K
54,2,773,10,0,10,0,0,0,0,0,40,0, <=50K
43,0,774,10,1,6,1,0,0,0,0,40,4, <=50K
28,2,775,11,0,9,0,0,1,0,1669,42,0, <=50K
40,2,194,11,1,1,1,0,0,0,0,50,0, >50K
41,1,776,10,1,1,1,0,0,0,0,60,0, <=50K
40,2,777,13,0,5,0,4,1,0,0,55,0, >50K
42,2,778,10,2,0,0,1,1,0,0,38,0, <=50K
61,1,779,9,1,8,1,0,0,0,2352,50,0, <=50K
18,2,780,8,0,9,3,0,0,0,0,30,0, <=50K
59,5,781,9,1,11,1,0,0,0,0,16,0, <=50K
21,5,782,9,0,11,0,0,1,1055,0,40,0, <=50K
48,2,783,11,1,10,1,0,0,0,0,50,0, >50K
41,6,784,13,1,10,1,0,0,0,0,40,0, <=50K
18,5,785,10,0,11,3,0,0,0,0,33,0, <=50K
23,2,786,9,0,5,0,0,1,2463,0,40,0, <=50K
60,2,787,9,1,7,1,0,0,0,0,60,0, >50K
22,2,788,10,0,4,5,1,0,0,0,20,0, <=50K
61,2,789,9,1,9,1,0,0,0,0,40,0, <=50K
25,2,790,9,0,9,0,1,0,0,0,40,0, <=50K
46,2,791,14,0,10,0,0,0,0,0,35,0, >50K
43,2,792,13,1,1,1,0,0,0,1902,40,9, >50K
43,2,793,12,2,6,0,0,0,0,0,40,0, <=50K
24,2,794,9,0,4,3,1,0,0,1721,30,0, <=50K
68,1,795,7,0,8,4,0,0,0,0,20,0, <=50K
31,2,796,9,2,0,4,0,1,0,0,38,0, <=50K
17,2,797,7,0,5,3,0,1,0,0,20,0, <=50K
32,2,798,9,1,6,1,0,0,5178,0,48,0, >50K
50,5,799,14,3,11,5,0,0,0,0,40,0, <=50K
33,2,800,13,1,3,1,0,0,3103,0,47,0, >50K
64,2,801,13,1,3,1,0,0,0,0,40,0, >50K
20,2,802,9,0,7,3,0,0,0,0,30,0, <=50K
30,2,803,9,4,4,3,0,1,0,0,36,0, <=50K
22,5,804,10,0,11,3,1,0,0,0,40,0, <=50K
43,2,805,10,2,1,0,0,0,0,0,45,0, <=50K
22,2,806,10,0,0,3,0,0,0,0,40,0, <=50K
17,2,807,6,0,8,3,0,0,0,0,20,0, <=50K
47,1,808,9,1,4,2,0,1,0,0,75,14, <=50K
41,2,809,11,0,3,0,0,1,0,0,60,0, <=50K
56,2,810,10,1,6,1,0,0,0,0,50,0, >50K
64,2,811,9,1,7,1,0,0,0,0,45,0, <=50K
47,2,96,9,1,7,1,0,0,0,0,50,0, >50K
48,2,812,11,0,0,4,0,0,0,0,40,0, <=50K
31,2,813,14,0,3,0,0,1,0,0,46,0, <=50K
29,2,814,11,0,10,3,0,0,0,0,40,0, <=50K
30,2,815,9,6,0,0,0,1,0,0,40,0, <=50K
32,2,816,9,1,1,1,0,0,0,1672,60,0, <=50K
57,2,817,9,6,7,4,0,0,0,653,42,0, >50K
62,2,818,9,6,4,0,0,1,0,0,40,0, <=50K
39,2,819,9,4,9,4,0,1,0,0,24,0, <=50K
43,2,820,10,0,0,0,0,0,0,0,25,0, <=50K
24,6,821,13,0,5,3,0,0,0,0,40,0, <=50K
42,5,822,7,1,11,1,0,0,0,0,15,0, <=50K
53,2,823,10,1,0,2,0,1,4386,0,40,0, >50K
26,2,824,10,0,2,3,0,0,0,0,40,0, <=50K
73,1,825,9,1,1,1,0,0,0,0,40,0, <=50K
72,5,826,7,6,11,0,0,1,0,0,24,0, <=50K
55,2,827,9,1,9,1,0,0,0,0,40,0, <=50K
25,2,828,9,2,0,0,0,0,0,0,40,0, <=50K
41,2,829,13,2,3,0,0,1,0,0,50,0, >50K
24,2,830,13,0,1,0,0,0,0,0,50,0, <=50K
63,2,831,9,6,8,0,0,0,0,0,6,0, <=50K
17,2,832,7,0,5,3,0,0,0,0,20,0, <=50K
35,2,833,10,1,6,1,0,0,0,0,50,0, <=50K
51,2,834,10,1,3,1,0,0,0,0,40,0, >50K
62,4,835,13,6,3,0,0,1,0,0,48,0, <=50K
55,2,836,9,1,6,1,0,0,4386,0,40,0, >50K
43,2,837,10,2,3,0,0,0,0,0,40,0, <=50K
40,4,838,9,2,4,0,0,1,0,0,50,0, <=50K
37,2,839,13,1,1,1,0,0,0,0,45,0, >50K
39,2,840,13,1,6,1,0,0,0,0,40,0, <=50K
31,2,841,9,0,6,3,0,0,0,0,18,0, <=50K
61,2,842,14,6,3,0,0,1,0,0,40,0, >50K
26,2,843,11,2,0,0,0,1,0,0,55,0, <=50K
46,1,844,9,1,5,1,0,0,0,0,50,0, <=50K
26,2,845,13,0,3,0,0,1,0,0,40,0, <=50K
48,0,846,16,2,3,3,0,0,0,0,50,0, >50K
34,2,847,9,0,7,3,0,0,0,0,40,0, <=50K
34,4,848,9,0,0,3,0,1,0,0,40,0, <=50K
59,2,849,9,1,4,1,0,0,0,0,40,0, >50K
34,2,850,13,0,3,3,0,1,0,0,40,0, <=50K
49,2,851,13,0,1,0,0,1,0,0,56,0, >50K
18,2,852,7,0,0,3,0,1,0,0,20,0, <=50K
43,2,853,9,1,8,1,0,0,0,0,40,5, <=50K
48,2,854,7,1,1,1,0,0,0,0,50,0, <=50K
28,6,855,10,1,1,1,0,0,0,0,70,0, <=50K
33,2,856,9,1,9,1,0,0,0,0,40,0, <=50K
24,2,857,10,0,5,0,0,1,0,0,15,0, <=50K
21,2,858,6,0,2,0,0,0,0,0,40,0, <=50K
17,2,669,7,0,5,3,0,0,0,0,28,0, <=50K
39,2,859,10,1,8,1,0,0,0,0,50,0, >50K
29,1,860,13,4,3,3,0,0,0,0,40,0, <=50K
44,2,861,13,1,1,1,0,0,0,0,40,0, >50K
24,2,862,10,0,7,3,0,0,0,0,50,0, <=50K
71,1,863,14,1,5,1,0,0,10605,0,40,0, >50K
51,1,864,13,1,5,1,2,0,0,2415,40,28, >50K
55,2,865,3,2,4,4,1,0,0,0,25,0, <=50K
41,2,866,13,1,1,1,0,0,0,0,60,0, >50K
23,2,867,9,0,2,4,1,1,0,0,7,0, <=50K
38,2,868,11,2,0,4,0,1,0,0,40,0, <=50K
39,2,869,9,1,7,1,0,0,0,0,40,0, >50K
19,2,870,9,0,0,0,0,1,0,0,30,0, <=50K
49,2,871,5,2,9,0,0,1,0,0,40,0, <=50K
32,2,872,13,1,0,5,0,0,0,0,40,13, >50K
27,2,873,9,1,6,1,0,0,0,0,70,0, <=50K
38,2,874,13,1,5,1,0,0,0,0,50,0, >50K
33,2,875,10,1,6,2,0,1,0,0,60,0, <=50K
63,5,876,10,1,11,1,0,0,0,0,15,0, <=50K
23,2,877,13,0,1,3,0,0,0,0,28,0, <=50K
33,6,878,10,1,6,1,0,0,0,0,60,4, <=50K
54,1,879,9,1,5,1,1,0,0,0,40,0, <=50K
29,2,880,11,2,10,0,0,1,2174,0,45,0, <=50K
48,5,881,10,2,11,4,1,1,0,0,30,0, <=50K
35,1,882,13,0,1,0,0,0,0,0,40,0, <=50K
28,2,883,11,1,0,2,2,1,0,0,40,3, <=50K
37,2,884,13,1,3,1,0,0,7688,0,50,0, >50K
42,1,885,15,1,8,1,0,0,0,0,65,0, >50K
40,2,886,14,1,3,1,0,0,0,0,40,0, <=50K
47,2,887,10,2,5,3,0,0,0,0,55,0, <=50K
22,2,888,13,0,1,3,0,1,0,0,50,0, <=50K
30,2,889,13,1,1,1,0,0,0,0,45,0, >50K
28,2,890,9,1,10,1,0,0,0,0,40,0, <=50K
